House_ID,Neighborhood,Monthly_Rent_EGP,Bedrooms,Has_Workspace,Allows_Pets,Quietness_Score,Natural_Light_Index,Soundproofing_Score,Greenery_Proximity,Air_Quality_Index,Walkability_Score,Wheelchair_Accessible,Elevator_Access,Smart_Home_Ready,Medical_Proximity_Score
4109,6th of October,4386,1,0,0,10,7,8,5,10,6,0,1,0,6
4110,Heliopolis,22584,4,0,0,9,6,9,2,9,10,0,0,0,8
4111,Helwan,49674,1,0,0,10,4,2,8,8,8,1,0,0,8
4112,Shoubra,38451,1,0,0,5,7,10,3,8,8,0,1,1,4
4113,New Cairo,34549,2,1,0,9,3,3,9,4,2,1,1,0,6
4114,Sheikh Zayed,10321,1,0,0,6,7,2,7,10,9,0,1,0,7
4115,Madinaty,28440,1,1,0,5,8,2,8,8,5,1,1,0,4
4116,Nasr City,35566,2,0,0,5,10,9,2,9,3,0,1,0,5
4117,Madinaty,45446,3,0,1,3,8,4,9,8,8,1,1,1,7
4118,El Shorouk,36521,5,1,1,10,3,7,8,4,7,0,0,0,8
4119,Madinaty,48692,1,1,0,10,6,7,10,8,10,0,1,1,9
4120,El Obour,27798,4,1,0,2,7,3,6,10,10,1,0,0,9
4121,Al Rehab,17565,2,0,1,5,6,3,10,6,5,0,1,1,7
4122,Shoubra,27027,1,1,0,10,3,2,9,10,6,0,1,1,7
4123,Mohandeseen,45500,3,1,1,5,6,10,1,6,6,0,1,0,10
4124,Mohandeseen,36095,3,1,0,3,5,2,7,7,9,0,1,1,4
4125,Mohandeseen,9631,4,1,0,3,8,7,8,7,2,0,1,0,10
4126,El Obour,28329,1,0,1,10,3,10,9,5,7,0,0,0,6
4127,Maadi,47020,4,1,0,5,6,7,5,8,6,0,0,0,8
4128,El Shorouk,49206,3,1,0,2,7,7,6,6,3,0,0,1,5
4129,Madinaty,41937,3,1,0,2,6,5,10,10,5,0,1,1,9
4130,El Shorouk,10787,5,0,0,2,4,6,10,4,8,0,0,1,5
4131,Al Rehab,42000,3,1,1,9,9,2,10,8,3,1,1,0,8
4132,Downtown Cairo,30875,2,0,0,2,3,4,7,7,7,0,0,0,5
4133,Shoubra,28514,5,1,0,6,6,7,4,8,6,0,1,0,7
4134,Helwan,26580,4,0,1,10,8,3,6,3,2,0,1,0,10
4135,Maadi,24291,3,1,0,5,5,2,4,4,2,0,1,0,5
4136,Haram,8288,2,0,0,10,8,2,2,8,9,1,1,0,7
4137,El Shorouk,10734,5,1,0,6,4,2,2,10,10,0,0,0,9
4138,Faisal,21464,2,0,1,10,3,2,4,6,8,0,0,1,9
4139,Haram,43008,5,1,0,3,4,7,5,7,10,0,1,0,8
4140,Helwan,11814,5,0,1,9,7,5,1,8,3,0,1,1,10
4141,Heliopolis,47154,5,1,0,8,5,5,3,10,9,0,0,0,10
4142,Downtown Cairo,11851,4,1,0,8,7,5,5,7,7,1,1,0,8
4143,New Cairo,5600,5,1,1,4,8,9,9,10,8,1,1,0,9
4144,Heliopolis,10866,5,1,0,3,8,8,4,9,8,0,0,0,4
4145,New Cairo,7692,2,0,0,2,6,6,7,3,7,0,1,1,5
4146,Zamalek,24373,5,1,1,2,4,8,4,5,5,1,1,0,9
4147,El Obour,37100,4,0,0,8,7,9,5,4,4,0,1,1,4
4148,Mokattam,18847,2,1,1,10,9,9,7,7,10,0,1,0,7
4149,El Obour,18507,5,0,0,2,6,8,8,5,6,1,0,1,5
4150,Sheikh Zayed,13963,2,1,0,5,5,8,7,8,2,1,1,1,9
4151,Dokki,10106,4,1,0,3,8,10,10,3,2,0,0,1,10
4152,Madinaty,11333,2,1,1,9,10,6,8,8,9,1,1,1,4
4153,Dokki,35913,4,1,0,10,7,9,7,9,6,0,1,0,9
4154,Downtown Cairo,35283,3,1,0,4,4,3,4,3,6,0,1,0,8
4155,Downtown Cairo,43423,5,1,0,4,7,9,4,4,3,0,1,0,10
4156,Sheikh Zayed,42076,4,0,1,8,5,2,7,4,9,0,1,1,10
4157,Heliopolis,33815,5,1,1,10,6,10,9,10,7,0,1,0,7
4158,New Capital,24584,4,1,1,8,7,2,10,9,2,1,1,0,7
4159,Nasr City,29382,1,1,1,8,7,9,3,7,10,0,1,0,5
4160,New Capital,5064,1,0,0,3,8,4,8,7,7,1,1,1,5
4161,El Shorouk,45848,1,0,1,2,3,5,1,4,4,0,1,0,8
4162,Zamalek,47883,4,0,0,3,6,8,2,9,7,1,0,0,6
4163,Mohandeseen,10820,5,0,1,7,9,4,5,4,5,0,0,0,5
4164,Zamalek,12512,1,0,0,9,9,10,9,8,10,0,1,0,9
4165,Nasr City,40725,5,1,0,9,10,4,3,7,9,0,0,0,6
4166,Heliopolis,23615,4,1,0,7,10,9,7,8,3,0,1,0,5
4167,New Cairo,43776,5,1,1,3,9,9,8,7,4,1,1,0,7
4168,Downtown Cairo,21884,5,0,1,10,8,4,3,7,9,0,1,0,10
4169,Nasr City,21952,1,0,0,5,3,4,4,10,3,0,1,1,6
4170,Mokattam,13711,2,0,0,6,3,6,5,3,9,0,1,0,4
4171,Haram,24473,3,0,1,2,8,9,2,6,9,0,1,0,9
4172,Shoubra,22249,4,1,0,10,5,7,8,4,6,0,1,1,5
4173,Heliopolis,13597,4,0,0,2,5,6,7,3,6,0,0,1,9
4174,Mokattam,25984,4,1,1,8,4,6,9,7,9,0,0,0,7
4175,Mohandeseen,20388,3,1,1,10,8,7,8,6,8,0,1,0,4
4176,Dokki,44727,2,1,0,4,6,9,7,6,9,0,1,0,5
4177,Mohandeseen,22782,5,1,0,3,6,7,9,3,2,1,0,0,5
4178,El Obour,10608,4,1,0,9,5,8,10,5,8,0,1,0,6
4179,Heliopolis,37115,5,1,0,5,5,10,5,5,8,0,1,0,6
4180,Haram,49180,1,1,0,2,3,8,3,10,3,0,1,1,6
4181,Maadi,46773,1,1,1,9,5,10,6,7,10,0,1,0,7
4182,Mohandeseen,10500,1,1,0,7,9,2,9,8,7,0,1,0,8
4183,Al Rehab,39342,4,0,0,7,7,4,8,8,9,0,1,1,6
4184,Zamalek,24209,3,0,0,5,6,7,3,9,7,0,0,0,4
4185,Heliopolis,24977,4,1,0,7,4,4,2,5,8,0,1,0,10
4186,Shoubra,42040,1,0,0,3,3,3,5,8,4,0,0,1,6
4187,New Capital,45462,1,1,1,7,7,6,9,10,3,1,1,0,7
4188,El Shorouk,7521,4,1,0,3,5,2,8,7,5,0,0,0,4
4189,Al Rehab,5300,3,0,1,7,4,6,9,5,5,0,1,0,7
4190,Madinaty,31075,3,1,0,10,5,9,8,3,6,1,1,1,6
4191,New Cairo,27979,5,1,0,8,8,10,8,10,8,1,1,0,8
4192,El Obour,34802,2,1,0,5,7,7,1,6,4,0,0,0,4
4193,New Cairo,16225,1,1,0,2,8,5,9,9,7,0,1,1,5
4194,Downtown Cairo,15481,3,1,0,10,9,4,4,10,9,1,1,1,4
4195,Shoubra,25217,1,1,0,2,8,9,9,4,9,0,0,0,7
4196,El Obour,48813,2,1,0,6,4,3,2,6,10,0,1,0,6
4197,Helwan,41153,1,0,0,8,8,9,10,5,3,0,0,0,8
4198,New Cairo,18755,3,0,0,7,5,8,9,6,5,1,1,0,4
4199,New Capital,28914,5,1,0,4,7,3,10,10,2,1,1,1,4
4200,Al Rehab,39592,4,0,0,9,10,3,7,9,8,1,1,1,4
4201,Faisal,30269,4,0,0,8,7,3,5,5,7,1,1,0,5
4202,Al Rehab,42732,3,1,0,10,4,2,7,7,4,1,1,0,6
4203,Shoubra,28555,3,1,0,2,10,8,10,4,6,1,1,0,8
4204,New Cairo,23874,2,1,0,9,8,9,9,9,4,1,1,0,4
4205,Heliopolis,40535,1,1,1,5,8,8,1,10,8,1,1,0,7
4206,Mokattam,49036,2,1,0,8,7,5,8,7,9,0,1,0,9
4207,Haram,11925,4,0,0,8,5,10,6,10,9,0,1,0,7
4208,Helwan,7107,1,1,1,5,4,3,9,4,10,0,1,1,7
4209,Sheikh Zayed,24852,2,0,0,9,8,6,10,10,10,1,1,0,5
4210,Downtown Cairo,34183,4,1,0,2,8,3,7,7,5,1,0,0,8
4211,Al Rehab,31617,1,0,1,6,3,4,8,8,6,1,1,1,10
4212,New Cairo,12722,5,0,0,5,10,3,9,10,10,1,1,1,7
4213,New Cairo,26631,5,0,0,5,7,9,10,7,6,1,1,1,5
4214,Shoubra,35622,2,1,1,4,10,7,3,6,4,0,1,0,8
4215,Nasr City,11883,3,1,0,2,5,6,3,4,10,1,0,0,9
4216,Madinaty,23708,1,1,0,6,4,6,10,6,9,0,1,0,4
4217,Faisal,21197,2,1,0,9,8,10,3,10,9,0,1,0,8
4218,Sheikh Zayed,25134,3,1,1,7,3,3,8,7,7,1,1,0,8
4219,Faisal,44386,3,1,0,2,3,2,7,6,3,0,1,1,8
4220,Al Rehab,37550,1,1,1,6,6,7,7,5,7,1,1,0,10
4221,Maadi,18642,1,1,0,7,8,9,3,8,4,0,1,1,10
4222,Madinaty,24439,3,1,0,10,6,9,7,7,3,1,1,0,8
4223,Al Rehab,36243,4,1,0,10,8,7,8,5,7,1,1,1,8
4224,New Capital,44557,2,0,0,6,4,4,9,9,9,1,1,0,8
4225,Shoubra,28583,1,0,1,4,7,4,3,8,8,0,1,0,4
4226,Faisal,32349,3,0,0,7,8,3,6,7,5,0,1,0,7
4227,Al Rehab,18002,4,0,0,9,5,3,8,5,9,0,1,0,5
4228,Mokattam,23523,5,1,0,6,7,3,8,10,9,0,0,0,8
4229,Maadi,48749,3,1,1,9,5,8,9,9,8,1,0,0,4
4230,Nasr City,9007,4,1,0,2,5,10,8,8,3,0,0,0,10
4231,Nasr City,24435,5,1,0,9,10,8,1,5,5,0,0,1,4
4232,Faisal,44343,4,1,1,3,6,9,7,7,4,0,1,0,4
4233,El Shorouk,29093,1,0,0,8,6,6,8,5,8,0,1,0,9
4234,Haram,15294,3,1,0,3,7,3,5,9,4,0,1,0,5
4235,Sheikh Zayed,42405,5,1,1,4,4,9,10,4,8,1,1,0,9
4236,Helwan,49538,4,1,0,6,5,6,7,9,9,1,0,0,5
4237,Madinaty,14908,5,1,1,8,10,10,9,5,5,0,1,1,7
4238,New Capital,16699,2,1,0,10,6,7,10,7,8,1,1,0,6
4239,Heliopolis,38633,3,0,0,6,4,8,9,8,10,1,1,0,9
4240,Mokattam,5376,1,1,0,2,6,2,3,4,8,0,0,0,7
4241,Al Rehab,18255,5,1,0,4,5,9,9,4,3,1,1,1,8
4242,Al Rehab,17647,4,1,0,6,3,8,10,4,10,1,1,0,8
4243,Haram,42176,5,0,0,4,6,8,1,10,6,0,0,0,10
4244,Haram,12163,4,0,0,9,4,8,10,6,7,1,1,0,5
4245,Al Rehab,43051,5,1,0,9,9,8,9,10,3,1,1,0,10
4246,El Shorouk,38744,1,1,0,2,9,2,6,4,8,0,1,0,7
4247,Nasr City,10443,1,0,0,9,7,10,8,8,10,0,1,1,9
4248,6th of October,17324,3,1,0,5,9,8,4,6,3,0,1,0,4
4249,6th of October,25143,1,0,0,7,7,8,6,8,10,0,0,0,4
4250,Madinaty,44363,5,0,1,9,5,2,10,9,6,1,1,1,7
4251,Faisal,8920,5,1,0,3,8,7,4,3,2,1,1,0,8
4252,Zamalek,21375,1,1,1,9,3,9,6,8,6,1,1,0,4
4253,Dokki,41996,2,1,0,8,9,6,5,5,3,0,1,0,8
4254,Sheikh Zayed,15748,5,0,0,5,9,2,8,9,9,0,1,0,7
4255,Zamalek,32535,3,0,0,6,6,6,9,6,4,0,1,0,4
4256,Downtown Cairo,19715,2,0,0,7,8,3,2,7,10,1,0,1,8
4257,Mohandeseen,10450,1,0,1,4,10,3,8,4,6,0,1,0,6
4258,El Shorouk,29010,4,1,0,3,6,5,5,8,4,0,0,0,4
4259,Haram,4020,5,0,0,3,9,5,7,7,2,0,1,1,9
4260,Downtown Cairo,18717,4,1,0,5,3,8,6,9,5,1,0,0,5
4261,Helwan,46885,3,1,1,8,5,10,2,4,8,0,0,0,10
4262,Mokattam,13664,2,1,0,2,5,3,4,8,4,0,0,0,9
4263,Mokattam,5099,4,1,0,2,4,9,9,7,10,0,1,0,6
4264,Haram,27225,3,0,1,5,4,9,7,9,6,0,0,0,9
4265,New Capital,6637,4,0,1,10,9,9,7,9,7,1,1,0,7
4266,Haram,45349,4,1,0,6,4,10,4,5,8,0,0,0,8
4267,Shoubra,44512,3,0,0,2,10,10,10,8,6,0,1,0,4
4268,Zamalek,23797,5,1,0,4,9,8,3,5,3,0,1,0,5
4269,Al Rehab,44225,4,1,0,7,10,6,10,3,4,0,1,1,4
4270,Downtown Cairo,14807,3,1,0,4,5,8,5,10,10,0,1,1,6
4271,El Shorouk,21738,4,1,1,7,6,8,9,10,4,0,1,1,10
4272,Mohandeseen,10402,5,1,0,7,7,8,4,7,3,0,1,0,8
4273,New Capital,8521,3,1,1,6,5,9,10,3,9,1,1,0,9
4274,Heliopolis,12382,4,0,0,6,3,3,7,7,9,0,1,1,8
4275,New Cairo,49460,1,1,1,10,7,5,10,5,8,1,1,1,10
4276,El Obour,41121,5,0,0,4,5,10,2,3,3,0,0,0,5
4277,El Obour,19065,4,1,1,8,8,5,10,4,3,0,1,1,8
4278,Maadi,23934,2,1,0,5,9,3,9,10,4,1,1,0,10
4279,Nasr City,18425,3,0,0,3,5,8,10,8,2,0,1,1,5
4280,Helwan,17111,4,0,0,4,4,7,8,8,6,0,1,0,6
4281,Heliopolis,44799,5,1,1,4,6,5,4,9,4,0,0,0,10
4282,Maadi,19510,5,1,0,4,8,9,4,5,5,1,1,0,5
4283,Sheikh Zayed,41851,2,1,1,4,6,7,8,6,10,1,1,1,9
4284,Al Rehab,12816,2,1,0,7,7,9,10,5,8,0,1,0,7
4285,Mohandeseen,16317,4,1,1,7,5,5,7,5,8,0,1,0,7
4286,El Shorouk,6175,1,0,1,10,4,3,4,6,4,1,1,0,8
4287,Mohandeseen,15341,5,1,0,9,8,7,1,7,8,0,1,0,5
4288,Al Rehab,29654,1,1,0,8,10,10,7,10,10,1,1,0,5
4289,New Capital,25608,1,0,0,3,3,10,9,6,10,1,1,0,4
4290,Mohandeseen,21579,4,1,0,3,5,10,1,7,2,0,1,0,5
4291,Mohandeseen,34194,3,1,0,2,4,4,9,3,10,1,1,0,4
4292,Helwan,38837,3,1,0,8,10,4,8,10,4,0,0,0,9
4293,New Capital,7358,3,1,0,8,3,4,8,3,7,1,1,1,9
4294,New Capital,22822,2,1,0,2,3,6,7,3,3,1,1,1,6
4295,Shoubra,45576,5,0,0,7,10,6,5,6,5,1,0,0,9
4296,Mokattam,41012,2,1,0,8,7,6,7,7,4,1,1,0,4
4297,Al Rehab,23727,5,0,0,2,10,9,10,4,7,1,1,1,8
4298,Dokki,38579,5,1,1,7,6,9,10,9,2,0,1,0,7
4299,Shoubra,35018,5,0,0,10,6,9,7,5,5,0,0,0,8
4300,El Obour,20555,4,1,0,2,7,10,4,6,2,0,1,0,4
4301,Downtown Cairo,9906,3,0,0,3,5,7,5,3,2,0,1,0,10
4302,Shoubra,44751,2,0,0,3,9,3,7,4,5,0,0,0,4
4303,6th of October,8063,2,1,0,4,8,10,2,7,6,0,0,0,4
4304,New Cairo,47214,4,0,0,5,10,7,9,7,8,1,1,1,10
4305,Faisal,12644,5,0,0,8,4,2,2,7,9,0,0,1,9
4306,New Capital,46378,3,1,0,4,8,6,7,6,4,0,1,0,9
4307,Nasr City,12142,1,0,0,8,8,8,6,5,4,0,1,0,10
4308,Madinaty,35644,1,0,0,6,6,2,8,5,5,1,1,0,10
4309,Helwan,37521,4,0,1,6,8,8,8,4,7,0,1,0,8
4310,Downtown Cairo,15564,3,0,0,8,10,6,7,8,3,0,1,1,10
4311,Mohandeseen,43619,1,1,0,8,7,6,5,3,7,0,0,0,10
4312,Downtown Cairo,9104,1,1,0,8,6,3,3,8,7,0,1,0,10
4313,Mokattam,31299,2,1,1,10,6,5,4,8,3,0,1,0,5
4314,New Capital,17421,3,0,0,2,6,10,9,8,6,1,1,1,6
4315,Dokki,27211,1,1,0,2,5,3,6,3,8,0,1,1,8
4316,El Shorouk,15202,2,1,0,4,7,10,8,3,10,0,1,1,4
4317,Helwan,47871,3,0,1,7,6,9,8,9,4,0,0,1,5
4318,Helwan,46185,5,0,0,3,9,5,9,10,8,1,0,1,8
4319,Madinaty,45127,3,0,0,10,6,3,7,3,4,1,1,1,8
4320,Faisal,7685,4,0,0,2,7,7,10,9,3,0,1,0,8
4321,Mokattam,28661,2,0,0,6,3,8,6,4,5,1,1,0,4
4322,Al Rehab,46637,5,0,0,8,8,3,8,4,9,1,1,1,10
4323,Maadi,22366,2,1,0,4,5,9,10,10,6,0,0,0,5
4324,Haram,41712,2,1,1,3,10,10,4,7,9,0,1,1,8
4325,Dokki,28276,1,1,0,4,10,6,3,6,7,0,0,0,7
4326,El Shorouk,19410,3,1,1,8,5,7,9,5,2,0,1,0,6
4327,Maadi,13678,2,1,0,2,9,7,6,10,4,1,1,1,8
4328,New Capital,28575,2,0,0,9,8,3,7,10,9,1,1,0,4
4329,Haram,45401,4,0,0,4,4,2,4,8,5,1,1,0,5
4330,Heliopolis,45230,4,1,0,6,4,6,6,4,3,0,0,0,6
4331,Madinaty,17888,4,1,1,6,8,7,7,8,9,1,1,0,7
4332,New Capital,20727,2,1,0,7,3,2,7,9,6,1,1,1,10
4333,Downtown Cairo,7081,5,1,1,8,9,9,3,5,2,1,0,0,4
4334,Nasr City,27021,3,0,0,2,4,6,5,7,9,0,1,0,7
4335,New Capital,13449,2,0,0,7,6,6,9,7,10,0,1,0,10
4336,New Cairo,19657,1,1,0,3,6,9,8,8,9,1,1,0,9
4337,Nasr City,39059,5,1,1,4,8,9,4,4,2,0,1,0,6
4338,Mohandeseen,5532,5,0,0,6,4,10,6,10,7,0,0,1,4
4339,Mohandeseen,41130,3,1,1,2,10,5,1,3,7,0,1,0,8
4340,Mohandeseen,20015,5,0,1,8,8,4,6,6,8,0,1,0,8
4341,El Shorouk,41756,3,1,0,2,5,3,5,5,2,0,0,0,5
4342,Mohandeseen,10344,5,0,1,9,3,2,2,5,9,1,1,0,10
4343,Al Rehab,45198,3,1,0,7,6,6,9,9,5,0,1,0,7
4344,Mokattam,13106,4,1,1,2,3,7,5,7,5,0,1,0,5
4345,Mohandeseen,38206,4,1,1,8,4,9,1,5,5,0,0,0,4
4346,Madinaty,13652,5,1,0,4,7,7,9,3,7,1,1,0,4
4347,Dokki,28550,5,1,0,8,8,3,7,4,7,1,1,0,9
4348,Helwan,10389,3,1,1,9,8,9,9,10,7,0,0,0,10
4349,Sheikh Zayed,26361,3,1,0,4,10,6,9,6,3,1,1,0,9
4350,El Obour,39847,2,0,0,6,9,4,6,9,6,0,1,0,9
4351,Sheikh Zayed,43063,4,0,0,3,3,7,9,6,3,1,1,1,7
4352,Nasr City,17703,2,0,0,3,3,7,1,9,7,0,1,0,4
4353,Sheikh Zayed,22642,2,1,1,2,4,4,9,3,8,1,1,1,7
4354,Haram,45326,1,1,0,4,9,8,5,5,7,0,0,1,8
4355,Heliopolis,40509,3,0,1,5,4,8,2,9,4,0,1,1,4
4356,Maadi,17881,1,1,0,4,6,8,5,10,6,0,1,0,6
4357,Al Rehab,19414,1,1,0,9,10,9,9,10,10,1,1,1,7
4358,Mokattam,18329,2,1,0,2,9,8,7,3,7,0,0,1,7
4359,Nasr City,26831,1,1,1,6,7,5,10,6,4,0,1,0,4
4360,Heliopolis,45091,3,0,0,8,9,6,8,3,10,0,0,1,7
4361,Madinaty,11588,2,0,0,10,7,5,9,6,6,1,1,1,5
4362,Mohandeseen,4903,3,1,1,2,3,3,1,5,2,0,1,0,6
4363,Mokattam,48416,5,0,1,10,7,8,8,8,4,1,0,0,5
4364,New Cairo,46723,1,1,1,10,4,4,8,6,4,1,1,0,6
4365,El Shorouk,39572,2,1,1,5,8,2,8,10,3,0,0,0,8
4366,Shoubra,21610,4,1,1,6,9,2,7,10,3,0,0,1,10
4367,Helwan,38052,3,1,1,7,4,10,9,3,10,0,1,0,8
4368,Zamalek,37457,1,1,0,5,4,4,7,7,4,0,1,0,4
4369,Madinaty,25527,3,0,0,7,10,8,10,6,5,0,1,0,7
4370,Madinaty,41550,3,1,0,6,9,10,8,7,7,1,1,1,6
4371,Maadi,33011,5,1,1,4,3,8,7,7,10,0,1,0,8
4372,6th of October,41275,3,0,0,4,5,9,2,7,2,0,1,0,4
4373,El Obour,38764,5,1,1,10,4,7,3,3,4,0,0,0,8
4374,Shoubra,36004,5,0,0,6,7,4,3,3,4,0,1,0,6
4375,Haram,28064,5,0,1,4,10,2,9,5,7,0,1,0,7
4376,Faisal,32702,1,1,0,9,9,9,2,6,10,0,1,1,6
4377,El Shorouk,24165,3,1,1,9,10,7,4,8,10,0,1,0,5
4378,Mohandeseen,12631,3,1,0,4,7,3,8,10,6,0,1,0,8
4379,Helwan,25852,5,1,1,8,4,9,1,4,10,0,1,0,8
4380,Downtown Cairo,8507,3,1,0,10,10,5,9,8,7,0,1,0,6
4381,Madinaty,4527,3,1,0,4,8,10,10,7,6,1,1,1,10
4382,Downtown Cairo,32981,5,0,0,9,5,10,4,10,9,0,1,0,6
4383,Downtown Cairo,39764,4,0,0,2,3,10,5,6,8,0,1,1,8
4384,Dokki,40235,4,0,0,4,4,5,7,7,8,0,1,0,10
4385,El Obour,37471,5,0,1,5,3,7,8,8,5,0,0,1,4
4386,Helwan,4662,1,1,0,4,9,5,5,5,2,0,0,0,10
4387,6th of October,28940,3,1,0,10,9,6,7,3,6,1,0,1,6
4388,Mohandeseen,45882,3,0,0,6,5,8,3,8,10,0,1,1,10
4389,New Capital,10256,4,1,0,4,4,8,10,8,9,0,1,1,10
4390,Haram,32432,5,1,1,4,8,7,2,4,5,0,0,0,6
4391,El Obour,12367,1,0,0,3,10,5,10,8,10,0,1,0,4
4392,Shoubra,42065,5,1,1,7,4,6,3,9,7,0,1,0,9
4393,6th of October,29511,4,0,1,10,4,6,6,3,8,1,1,0,10
4394,El Shorouk,12573,4,1,1,8,6,10,10,5,9,0,1,0,5
4395,El Shorouk,19582,3,1,0,3,10,7,1,10,2,0,0,0,4
4396,Heliopolis,9378,2,1,1,10,9,5,3,5,5,0,1,0,9
4397,Faisal,17500,1,1,0,4,4,7,3,10,7,0,1,0,10
4398,Dokki,4305,1,1,0,8,4,8,2,7,5,0,1,0,10
4399,New Cairo,25881,2,1,0,8,8,8,7,9,4,1,1,1,6
4400,Shoubra,8697,4,0,0,5,5,4,1,10,6,0,1,0,7
4401,Haram,11222,5,0,1,5,5,7,1,3,5,0,1,0,8
4402,Shoubra,11933,1,1,0,3,6,8,8,3,6,0,1,0,10
4403,Dokki,21849,2,0,1,3,4,2,6,4,3,0,0,0,6
4404,Sheikh Zayed,28236,3,0,0,3,7,5,8,6,4,1,1,0,6
4405,Mohandeseen,48231,3,1,1,6,3,8,3,9,9,0,1,1,7
4406,El Obour,37170,4,1,0,4,10,2,7,5,9,0,1,0,7
4407,El Obour,16901,1,1,1,8,10,9,6,7,9,0,1,0,5
4408,Helwan,10940,5,1,1,8,8,7,9,8,4,0,1,1,4
4409,Helwan,23054,1,1,0,7,10,7,9,4,2,0,1,0,8
4410,Nasr City,44863,3,1,0,9,10,4,9,8,3,0,1,1,7
4411,Heliopolis,47610,1,1,1,5,4,7,7,3,4,0,1,0,10
4412,Faisal,8544,3,1,0,10,8,5,9,7,3,0,0,0,4
4413,El Obour,29318,2,1,0,6,9,10,7,10,4,0,0,1,5
4414,Mokattam,10074,2,1,1,5,6,5,9,5,8,1,1,0,10
4415,Sheikh Zayed,43618,3,1,0,4,7,7,7,5,6,1,1,1,7
4416,Dokki,37518,5,1,0,10,5,7,2,6,6,1,1,0,4
4417,Mohandeseen,29444,5,0,0,5,3,2,7,10,3,1,1,1,10
4418,El Obour,24446,1,0,0,10,6,5,10,3,10,0,1,0,5
4419,Heliopolis,32543,3,1,0,2,5,10,6,9,10,1,0,1,8
4420,Heliopolis,28789,4,1,1,6,9,7,6,9,2,0,0,0,4
4421,New Cairo,5617,5,1,1,2,4,5,8,5,9,1,1,0,4
4422,New Cairo,39298,5,0,0,10,6,8,7,7,9,0,1,1,7
4423,El Obour,7333,2,1,0,8,4,8,7,7,10,1,0,0,5
4424,Maadi,44002,5,1,0,10,10,6,2,10,3,1,1,1,6
4425,Shoubra,26152,5,1,1,6,6,5,8,7,7,1,0,0,7
4426,Heliopolis,28091,5,0,0,10,6,5,10,3,3,1,0,0,6
4427,Mohandeseen,4511,3,0,1,5,10,8,7,9,2,0,1,0,9
4428,Mohandeseen,41850,3,1,0,4,4,7,2,9,8,1,1,0,9
4429,Heliopolis,20636,2,1,0,3,10,5,2,10,4,0,1,0,4
4430,Mokattam,24517,1,1,0,5,6,4,10,3,9,0,1,0,10
4431,New Cairo,35786,5,1,0,4,9,3,9,9,4,1,1,0,9
4432,Madinaty,12820,1,1,0,10,8,5,10,5,3,0,1,0,9
4433,New Cairo,40244,3,1,1,9,5,8,7,6,9,1,1,0,5
4434,El Shorouk,13178,5,1,1,2,9,3,1,9,9,0,0,0,6
4435,Helwan,5725,1,1,1,3,10,10,9,6,2,0,0,1,4
4436,Nasr City,22477,1,0,0,4,8,10,8,9,2,0,1,0,9
4437,New Capital,38469,4,1,0,7,8,7,10,10,4,0,1,1,4
4438,6th of October,12496,3,1,0,6,10,10,8,10,5,0,1,0,10
4439,New Capital,16270,2,0,0,6,5,2,9,6,9,0,1,1,6
4440,Dokki,14472,2,1,0,7,10,7,8,4,9,0,0,0,5
4441,Sheikh Zayed,24724,4,1,0,9,3,4,9,8,9,1,1,0,8
4442,El Obour,34416,1,1,1,2,3,7,4,3,8,1,1,0,9
4443,El Obour,39575,4,1,0,6,10,6,10,3,2,0,0,0,4
4444,Madinaty,19654,4,0,1,7,6,6,9,5,2,0,1,0,8
4445,Haram,15078,3,1,1,7,5,2,3,8,6,0,1,0,4
4446,Helwan,32030,5,0,0,10,8,6,10,10,6,1,1,0,8
4447,New Capital,11572,1,1,1,8,4,7,9,7,6,0,1,0,4
4448,New Capital,21408,2,0,0,5,10,2,10,3,2,1,1,1,8
4449,El Obour,23359,2,1,0,8,10,8,10,10,4,0,0,0,4
4450,Helwan,12698,4,1,0,8,6,2,8,6,2,1,1,0,5
4451,Sheikh Zayed,8856,4,0,0,7,8,8,7,4,3,0,1,1,6
4452,Zamalek,31527,4,1,0,9,10,10,8,10,9,0,1,0,9
4453,Zamalek,43492,1,1,0,9,9,8,8,7,5,1,1,0,4
4454,Downtown Cairo,13245,4,0,1,7,4,6,10,7,5,1,0,0,4
4455,El Obour,47634,4,0,1,3,7,4,6,4,6,0,0,0,10
4456,Helwan,46864,5,1,0,6,3,8,8,9,3,1,1,0,5
4457,Mohandeseen,32946,1,0,0,2,6,7,2,4,10,0,1,0,8
4458,Haram,41355,3,1,0,10,6,9,7,3,10,0,0,0,9
4459,El Obour,41690,3,0,0,5,4,9,3,4,4,0,0,0,4
4460,Mokattam,41814,5,1,0,2,9,7,8,5,2,0,1,0,10
4461,Mohandeseen,35645,2,0,0,4,3,8,5,7,3,1,0,0,7
4462,Mohandeseen,23278,3,0,0,3,10,4,5,10,9,0,1,1,8
4463,Downtown Cairo,11203,1,0,0,10,4,5,3,7,9,1,0,0,6
4464,El Obour,25658,2,1,0,8,10,8,1,6,3,1,1,0,6
4465,Dokki,46596,4,1,0,7,4,7,2,3,6,0,1,0,4
4466,Nasr City,19797,1,0,0,5,3,4,2,9,10,0,1,0,5
4467,Helwan,36806,2,1,1,5,9,8,7,6,5,0,0,1,8
4468,Shoubra,34958,3,1,1,8,9,4,2,3,2,0,1,0,6
4469,Maadi,10265,4,0,0,9,7,9,7,10,2,0,0,0,6
4470,Haram,10598,4,0,0,5,5,8,1,3,7,0,1,0,4
